0x77,0x77,0x7A,0x04	"刷写指纹信息: "
0xFF,0xF0,0x80,0x32	"正在读取BMCS故障码,请等待..."
0xFF,0xF0,0x80,0x31	"正在读取TPMS故障码,请等待..."
0xFF,0xF0,0x80,0x30	"正在读取防盗故障码,请等待..."
0xFF,0xF0,0x80,0x2F	"正在读取车身控制故障码,请等待..."
0xFF,0xF0,0x80,0x2E	"正在读取安全气囊故障码,请等待..."
0xFF,0xF0,0x80,0x2D	"正在读取ABS故障码,请等待..."
0xFF,0xF0,0x80,0x2C	"正在读取发动机故障码,请等待..."
0xFF,0xF0,0x80,0x2B	":通讯失败"
0xFF,0xF0,0x80,0x2A	"正在清除内后视镜故障码,请等待..."
0xFF,0xF0,0x80,0x29	"正在清除AC故障码,请等待..."
0xFF,0xF0,0x80,0x28	"正在清除电子驻锁故障码,请等待..."
0xFF,0xF0,0x80,0x27	"正在清除PEPS故障码,请等待..."
0xFF,0xF0,0x80,0x26	"正在清除电动助力转向故障码,请等待..."
0xFF,0xF0,0x80,0x25	"正在清除组合仪表故障码,请等待..."
0xFF,0xF0,0x80,0x24	"正在清除AT故障码,请等待..."
0xFF,0xF0,0x80,0x23	"正在清除BMCS故障码,请等待..."
0xFF,0xF0,0x80,0x22	"正在清除TPMS故障码,请等待..."
0xFF,0xF0,0x80,0x21	"正在清除防盗故障码,请等待..."
0xFF,0xF0,0x80,0x20	"正在清除车身控制故障码,请等待..."
0xFF,0xF0,0x80,0x1F	"正在清除安全气囊故障码,请等待..."
0xFF,0xF0,0x80,0x1E	"正在清除ABS故障码,请等待..."
0xFF,0xF0,0x80,0x1D	"正在清除发动机故障码,请等待..."
0xFF,0xF0,0x80,0x1C	":清码失败"
0xFF,0xF0,0x80,0x1B	":清码成功"
0xFF,0xF0,0x80,0x1A	"清除全车故障码"
0xFF,0xF0,0x80,0x19	"扫描全车故障码"
0xFF,0xF0,0x80,0x18	"德尔福"
0xFF,0xF0,0x80,0x17	"联合电子"
0xFF,0xF0,0x80,0x16	"选择系统"
0xFF,0xF0,0x80,0x15	"正在扫描内后视镜系统,请等待..."
0xFF,0xF0,0x80,0x14	"正在扫描AC系统,请等待..."
0xFF,0xF0,0x80,0x13	"正在扫描电子驻锁系统,请等待..."
0xFF,0xF0,0x80,0x12	"正在扫描PEPS系统,请等待..."
0xFF,0xF0,0x80,0x11	"正在扫描电动助力转向系统,请等待..."
0xFF,0xF0,0x80,0x10	"正在扫描组合仪表系统,请等待..."
0xFF,0xF0,0x80,0x0F	"正在扫描AT系统,请等待..."
0xFF,0xF0,0x80,0x0E	"接头初始化失败"
0xFF,0xF0,0x80,0x0D	"正在扫描BMCS系统,请等待..."
0xFF,0xF0,0x80,0x0C	"正在扫描TPMS系统,请等待..."
0xFF,0xF0,0x80,0x0B	"正在扫描防盗系统,请等待..."
0xFF,0xF0,0x80,0x0A	"正在扫描车身控制系统,请等待..."
0xFF,0xF0,0x80,0x09	"正在扫描安全气囊系统,请等待..."
0xFF,0xF0,0x80,0x08	"正在扫描ABS系统,请等待..."
0xFF,0xF0,0x80,0x07	"正在扫描发动机系统,请等待..."
0xFF,0xF0,0x80,0x06	"没有扫描到任何电控系统,请尝试手工选择"
0xFF,0xF0,0x80,0x05	"正在扫描全车电控系统,请等待..."
0xFF,0xF0,0x80,0x04	"扫描全车系统"
0xFF,0xF0,0x80,0x03	"手工选择系统"
0xFF,0xF0,0x80,0x02	"正在初始化通信..."
0xFF,0xF0,0x80,0x01	"通信信息"
0xFF,0xF0,0x80,0x43	":清码失败(发动机要停止)"
0xFF,0xF0,0x80,0x42	"正在读取EPB故障码,请等待..."
0xFF,0xF0,0x80,0x41	"正在清除EPB故障码,请等待..."
0xFF,0xF0,0x80,0x40	"正在扫描EPB系统,请等待..."
0xFF,0xF0,0x22,0x08	"胎压监测系统(KWP2000)"
0xFF,0xF0,0x22,0x07	"上海实业防盗系统(KWP2000)"
0xFF,0xF0,0x22,0x06	"德科组合仪表系统(CANBUS)"
0xFF,0xF0,0x22,0x05	"大陆车身控制系统(CANBUS)"
0xFF,0xF0,0x22,0x04	"高田安全气囊系统(CANBUS)"
0xFF,0xF0,0x22,0x03	"博世ABS8系统(CANBUS)"
0xFF,0xF0,0x22,0x02	"DSI6AT(CANBUS)"
0xFF,0xF0,0x22,0x01	"德尔福MT22.1发动机系统(CANBUS)"
0xFF,0xF0,0x22,0x00	"GX720"
0xFF,0xF0,0x23,0x05	"联电系统KWP(测试采数)"
0xFF,0xF0,0x23,0x04	"电子助力转向系统(EPS)"
0xFF,0xF0,0x23,0x03	"安全气囊系统(ACU)"
0xFF,0xF0,0x23,0x02	"防抱死刹车系统(ABS)"
0xFF,0xF0,0x23,0x01	"发动机系统(EMS)"
0xFF,0xF0,0x23,0x00	"自由舰"
0xFF,0xF0,0x21,0x07	"高田安全气囊系统(KWP2000)"
0xFF,0xF0,0x21,0x06	"BMCS(KWP2000)"
0xFF,0xF0,0x21,0x05	"胎压监测系统(KWP2000)"
0xFF,0xF0,0x21,0x04	"上海实业防盗系统(KWP2000)"
0xFF,0xF0,0x21,0x03	"李尔车身控制系统(KWP2000)"
0xFF,0xF0,0x21,0x02	"BOSCHABS8"
0xFF,0xF0,0x21,0x01	"德尔福发动机MT22.1系统(KWP2000)"
0xFF,0xF0,0x21,0x00	"GX718"
0xFF,0xF0,0x10,0x07	"国际版"
0xFF,0xF0,0x10,0x06	"国内版"
0xFF,0xF0,0x10,0x05	"英伦"
0xFF,0xF0,0x10,0x04	"华普"
0xFF,0xF0,0x10,0x03	"帝豪"
0xFF,0xF0,0x10,0x02	"全球鹰"
0xFF,0xF0,0x10,0x01	"吉利"
0xFD,0x01,0x21,0x01	"发动机系统"
0xFD,0x01,0x12,0x01	"防抱死刹车系统"
0xFD,0x01,0x13,0x01	"安全气囊系统"
0xFD,0x01,0x11,0x01	"发动机系统"
0xFD,0x01,0x02,0x01	"发动机系统"
0xFD,0x01,0x02,0x00	"系统选择"
0xFD,0x01,0x03,0x05	"亚太ABS-2014"
0xFD,0x01,0x03,0x04	"元丰ABS系统"
0xFD,0x01,0x03,0x03	"德尔福ABS7.4"
0xFD,0x01,0x03,0x02	"亚太ABS-2(其它针脚)"
0xFD,0x01,0x03,0x01	"亚太ABS-1(#8)"
0xFD,0x01,0x03,0x00	"防抱死刹车系统"
0xFD,0x01,0x00,0x03	"奥轩G5"
0xFD,0x01,0x00,0x02	"财运100/300"
0xFD,0x01,0x00,0x01	"财运500"
0xFD,0x01,0x00,0x00	"其它车型"
0xFD,0x01,0x01,0x0F	"新晨D22A发动机"
0xFD,0x01,0x01,0x0E	"吉奥4L22CF发动机"
0xFD,0x01,0x01,0x0D	"吉奥4D25发动机"
0xFD,0x01,0x01,0x0C	"吉奥GA6410发动机"
0xFD,0x01,0x01,0x0B	"VE泵电控系统"
0xFD,0x01,0x01,0x0A	"莱动4L22E发动机"
0xFD,0x01,0x01,0x09	"莱动共轨柴油发动机"
0xFD,0x01,0x01,0x08	"GA6380(联电M7.8.0)"
0xFD,0x01,0x01,0x07	"GA4D28TC高压共轨"
0xFD,0x01,0x01,0x06	"德尔福MT20U2(带OBD)"
0xFD,0x01,0x01,0x05	"德尔福MT80发动机"
0xFD,0x01,0x01,0x04	"吉奥486发动机"
0xFD,0x01,0x01,0x03	"491QE发动机"
0xFD,0x01,0x01,0x02	"4G94发动机(联电M7.9.7.1)"
0xFD,0x01,0x01,0x01	"4G64发动机"
0xFD,0x01,0x06,0x01	"韩国自动变速箱系统"
0xFD,0x01,0x06,0x00	"奥轩G5自动变速箱(5R25)"
0xFD,0x01,0x07,0x01	"博格华纳智能四驱系统"
0xFD,0x01,0x07,0x00	"奥轩G5智能适时四驱系统"
0xFD,0x01,0x04,0x00	"分动器系统"
0xFD,0x01,0x05,0x03	"凯峰安全气囊系统"
0xFD,0x01,0x05,0x02	"久乐安全气囊系统"
0xFD,0x01,0x05,0x01	"博世安全气囊系统"
0xFD,0x01,0x05,0x00	"安全气囊系统"
0xC1,0x0B,0x97,0x12	"是否需要执行离合器2半结合点自学习?"
0xC1,0x0B,0x97,0x11	"是否需要执行离合器1半结合点自学习?"
0xC1,0x0B,0x97,0x10	"拉上手刹，发动机起动，踩住制动踏板"
0xC1,0x0B,0x97,0x0F	"松开油门踏板后，再次踩下油门踏板，并始终保持踩住制动踏板\n和油门踏板到全油门，发动机转速大于3500rpm并维持2s 后，\n在维持发动机转速一直大于3500rpm"
0xC1,0x0B,0x97,0x0E	"发动机起动，3s 后待发动机转速稳定，并始终保持踩住制动踏板\n为保证发动机怠速时提供足够扭矩，需关闭空调等影响负载的电器"
0xC1,0x0B,0x97,0x0D	"始终保持踩住制动踏板,并同时保持踩住油门踏,板到全油门\n发动机转速大于3500rpm并维持2s 后，在维持发动机转速一直大于3500rpm的情况下"
0xC1,0x0B,0x97,0x0C	"发动机起动，并始终保持踩住制动踏板"
0xC1,0x0B,0x97,0x0B	"保持IG ON、拉上手刹、P档，发动机不启动,切换至N档并保持"
0xC1,0x0B,0x97,0x0A	"变速箱自学习失败\nIG OFF，等待3秒"
0xC1,0x0B,0x97,0x09	"IG ON,发动机不起动"
0xC1,0x0B,0x97,0x08	"IG OFF等待10秒，把数据保存至内部存储器中"
0xC1,0x0B,0x97,0x07	"等待10秒，待数据保存至内部存储器中"
0xC1,0x0B,0x97,0x06	"拉上手刹，发动机启动，踩住制动踏板，并把换档杆切换到R档"
0xC1,0x0B,0x97,0x05	"发动机起动，并始终保持踩住制动踏板"
0xC1,0x0B,0x97,0x04	"拉上手刹，P档，发动机启动，并踩住制动踏板发动机转速大于400RPM并维持2s后，在维持发动机转速一直大于400RPM的情况下，点击[确定]"
0xC1,0x0B,0x97,0x03	"学习成功\nIG OFF等待10秒，待数据保存至内部存储器中"
0xC1,0x0B,0x97,0x02	"P档学习失败\nIG OFF等待3秒"
0xC1,0x0B,0x97,0x01	"保持IG ON、拉上手刹、P档，发动机不启动。"
0xC1,0x0B,0x97,0x00	"IG OFF等待10秒，待数据保存至内部存储器中"
0xC1,0x0B,0x83,0x11	"Clutch2actuator位置control学习失败\nIG OFF等待3秒"
0xC1,0x0B,0x83,0x10	"Clutch1actuator位置control学习失败\nIG OFF等待3秒"
0xC1,0x0B,0x83,0x0F	"Clutch1Characteris-ticCurveAdaptation学习失败\nIG OFF等待3秒"
0xC1,0x0B,0x83,0x0E	"Clutch1Characteris-ticCurveAdaptation学习失败\nIG OFF等待3秒"
0xC1,0x0B,0x83,0x0D	"clutch2EOLcom-pletionflags复位失败\nIG OFF等待3秒"
0xC1,0x0B,0x83,0x0C	"clutch1EOLcom-pletionflags复位失败\nIG OFF等待3秒"
0xC1,0x0B,0x83,0x0B	"Clutch2TouchpointAdaptation学习失败\nIG OFF等待3秒"
0xC1,0x0B,0x83,0x0A	"Clutch1TouchpointAdaptation学习失败\nIG OFF等待3秒"
0xC1,0x0B,0x83,0x09	"Clutch2SelfOpenDurationMeasure-ment学习失败\nIG OFF等待3秒"
0xC1,0x0B,0x83,0x08	"Clutch1SelfOpenDurationMeasure-ment学习失败\nIG OFF等待3秒"
0xC1,0x0B,0x83,0x07	"IG OFF,请等待3s"
0xC1,0x0B,0x83,0x06	""
0xC1,0x0B,0x83,0x05	"InitialClutch2Ad-justment学习失败\nIG OFF等待3秒"
0xC1,0x0B,0x83,0x04	"InitialClutch1Ad-justment学习失败\nIG OFF等待3秒"
0xC1,0x0B,0x83,0x03	"ClutchAssembly学习失败\nIG OFF等待3秒"
0xC1,0x0B,0x83,0x02	"Clutch2TravelTest学习失败\nIG OFF等待3秒"
0xC1,0x0B,0x83,0x01	"Clutch1TravelTest学习失败\nIG OFF等待3秒"
0xC1,0x0B,0x80,0x0D	"离合器半结合点自学习"
0xC1,0x0B,0x80,0x0C	"变速箱自学习"
0xC1,0x0B,0x80,0x0B	"更换TCU电子控制单元"
0xC1,0x0B,0x80,0x0A	"更换离合器电机"
0xC1,0x0B,0x80,0x09	"更换离合器或离合器执行机构"
0xC1,0x0B,0x80,0x08	"更换整车换挡手柄、换挡拉索或整个档位系统"
0xC1,0x0B,0x81,0x02	"请等待"
0xC1,0x0B,0x81,0x01	"进行中，请等待......."
0xC1,0x0B,0x84,0x03	"自学习失败\nIG OFF等待3秒,请重新执行"
0xC1,0x0B,0x84,0x02	"clutch2EOLcom-pletionflags失败\nIG OFF等待3秒"
0xC1,0x0B,0x84,0x01	"clutch1EOLcom-pletionflags失败\nIG OFF等待3秒"
0xC1,0x0B,0x85,0x09	"学习失败"
0xC1,0x0B,0x50,0x09	"ECU安装日期:"
0xC1,0x0B,0x50,0x08	"编程日期:"
0xC1,0x0B,0x50,0x07	"维修店代号:"
0xC1,0x0B,0x50,0x06	"系统供应商ECU软件版本号:"
0xC1,0x0B,0x50,0x05	"系统供应商ECU硬件版本号:"
0xC1,0x0B,0x50,0x04	"车辆识别号(VIN码):"
0xC1,0x0B,0x50,0x03	"供应商代号:"
0xC1,0x0B,0x50,0x02	"零件号:"
0xC1,0x0B,0x50,0x01	"车辆名称:"
0xC1,0x0A,0x80,0x26	"中位对中失败，P、S信号不匹配"
0xC1,0x0A,0x80,0x25	"中位对中失败，P、S信号异常"
0xC1,0x0A,0x80,0x24	"中位对中失败，S信号异常"
0xC1,0x0A,0x80,0x23	"中位对中失败，P信号异常"
0xC1,0x0A,0x80,0x22	"标定不成功: "
0xC1,0x0A,0x80,0x21	"标定成功"
0xC1,0x0A,0x80,0x11	"1. EPS角度标定之前，车身静止，发动机转速为零，\n2. 保证校准车辆的车轮处于车轮定位零点，并且此时方向盘也处于零点位置，误差不能大于0.5度，\n3. 在EPS角度标定开启之后，禁止转动方向盘，直到设备完成角度标定"
0xC1,0x0A,0x80,0x09	"打开点火开关至ON档，发动机不启动，左右转动方向盘，回正至中心位置并放开方向盘，确保左右转动方向盘至少+/-30度，确保方向盘回正至中心位置+/-5度，确保回正后放开双手使方向盘处于不受力状态"
0xC1,0x0A,0x80,0x08	"EPS内部转角传感器中点位置标定"
0xC1,0x0A,0x80,0x07	"PDC补偿力矩值清零失败"
0xC1,0x0A,0x80,0x06	"转角标定中，请等待......."
0xC1,0x0A,0x80,0x05	"转角标定完成但失败"
0xC1,0x0A,0x80,0x04	"转角标定完成且成功"
0xC1,0x0A,0x80,0x03	"例程开始失败"
0xC1,0x0A,0x80,0x02	"读取标定状态失败"
0xC1,0x0A,0x80,0x01	"开始转角标定失败"
0xC1,0x0A,0x36,0x02	"故障检测次数:"
0xC1,0x0A,0x36,0x01	"老化次数:"
0xC1,0x0A,0x37,0x02	""
0xC1,0x0A,0x37,0x01	""
0xC1,0x0A,0x70,0x01	"功能配置"
0xC1,0x0A,0x50,0x08	"ECU安装日期:"
0xC1,0x0A,0x50,0x07	"系统供应商ECU软件版本号:"
0xC1,0x0A,0x50,0x06	"硬件版本号:"
0xC1,0x0A,0x50,0x05	"车辆识别号(VIN码):"
0xC1,0x0A,0x50,0x04	"ECU序列号:"
0xC1,0x0A,0x50,0x03	"供应商代码:"
0xC1,0x0A,0x50,0x02	"零件号:"
0xC1,0x0A,0x50,0x01	"车辆名称:"
0xC1,0x09,0x90,0x0B	"请插入另一把钥匙并打开电源,重新学习"
0xC1,0x09,0x90,0x0A	"IMMO已经学习成功"
0xC1,0x09,0x90,0x09	"检测到钥匙并且未学习"
0xC1,0x09,0x90,0x08	"请再次输入个人识别码(4个字符)"
0xC1,0x09,0x90,0x07	"请输入个人识别码(4个字符)"
0xC1,0x09,0x90,0x06	"IMMO已经学习过"
0xC1,0x09,0x90,0x05	"IMMO硬件接口故障或者钥匙故障"
0xC1,0x09,0x90,0x04	"钥匙已经和当前的IMMO学习成功"
0xC1,0x09,0x90,0x03	"钥匙内无芯片"
0xC1,0x09,0x90,0x02	"请重新将点火状态ON-OFF，3s后再打到ON"
0xC1,0x09,0x90,0x01	"请将钥匙插入，并打开点火开关至ON档"
0xC1,0x08,0xA1,0x03	"配置ESP/ABS"
0xC1,0x08,0xA1,0x02	"装配ABS"
0xC1,0x08,0xA1,0x01	"装配ESP"
0xC1,0x08,0x90,0x13	"骆驼55D23L电池"
0xC1,0x08,0x90,0x0E	"骆驼EFB电池"
0xC1,0x08,0x90,0x0D	"骆驼EFB电池"
0xC1,0x08,0x90,0x0C	"骆驼EFB电池"
0xC1,0x08,0x90,0x0B	"骆驼EFB电池"
0xC1,0x08,0x90,0x08	"无效电池"
0xC1,0x08,0x90,0x07	"写入失败，当前蓄电池型号是:"
0xC1,0x08,0x90,0x06	"写入成功，当前蓄电池型号是:"
0xC1,0x08,0x90,0x05	"骆驼55D23L电池"
0xC1,0x08,0x90,0x04	"骆驼EFB电池"
0xC1,0x08,0x90,0x03	"请选择蓄电池型号:\n蓄电池型号如果是骆驼EFB，点击‘是’。\n蓄电池型号如果是骆驼55D23L，点击‘否’"
0xC1,0x08,0x90,0x02	"删除防盗匹配完成，请确认"
0xC1,0x08,0x90,0x01	"请将点火钥匙打到OFF状态，3S后再启动发动机"
0xC1,0x08,0x36,0x1A	"闭环控制-但至少存在一个氧传感器故障"
0xC1,0x08,0x36,0x19	"闭环控制-没有氧传感器故障"
0xC1,0x08,0x36,0x18	"因系统故障进入开环控制"
0xC1,0x08,0x36,0x17	"未因系统故障进入开环控制"
0xC1,0x08,0x36,0x16	"因驾驶条件进入开环控制"
0xC1,0x08,0x36,0x15	"未因驾驶条件进入开环控制"
0xC1,0x08,0x36,0x14	"使用氧传感器信号作为燃油控制的反馈"
0xC1,0x08,0x36,0x13	"未使用氧传感器信号作为燃油控制的反馈"
0xC1,0x08,0x36,0x12	"尚未满足进入闭环控制的条件"
0xC1,0x08,0x36,0x11	"满足了进入闭环控制的条件"
0xC1,0x08,0x36,0x10	"燃油系统状态:"
0xC1,0x08,0x36,0x0F	"节气门体控制开度:"
0xC1,0x08,0x36,0x0E	"节气门体绝对开度B:"
0xC1,0x08,0x36,0x0D	"环境温度:"
0xC1,0x08,0x36,0x0C	"节气门体相对开度:"
0xC1,0x08,0x36,0x0B	"炭罐阀占空比:"
0xC1,0x08,0x36,0x0A	"节气门体绝对开度:"
0xC1,0x08,0x36,0x09	"进气温度:"
0xC1,0x08,0x36,0x08	"1缸点火提前角:"
0xC1,0x08,0x36,0x07	"车速:"
0xC1,0x08,0x36,0x06	"进气歧管压力绝对值:"
0xC1,0x08,0x36,0x05	"bnak1侧长期油路修正:"
0xC1,0x08,0x36,0x04	"bank1侧短期油路修正:"
0xC1,0x08,0x36,0x03	"发动机转速:"
0xC1,0x08,0x36,0x02	"发动机水温:"
0xC1,0x08,0x36,0x01	"计算负荷:"
0xC1,0x08,0x37,0x10	""
0xC1,0x08,0x37,0x0F	"%"
0xC1,0x08,0x37,0x0E	"%"
0xC1,0x08,0x37,0x0D	"℃"
0xC1,0x08,0x37,0x0C	"%"
0xC1,0x08,0x37,0x0B	"%"
0xC1,0x08,0x37,0x0A	"%"
0xC1,0x08,0x37,0x09	"℃"
0xC1,0x08,0x37,0x08	""
0xC1,0x08,0x37,0x07	"km/h"
0xC1,0x08,0x37,0x06	"kPa"
0xC1,0x08,0x37,0x05	"%"
0xC1,0x08,0x37,0x04	"%"
0xC1,0x08,0x37,0x03	"rpm"
0xC1,0x08,0x37,0x02	"℃"
0xC1,0x08,0x37,0x01	"%"
0xC1,0x08,0x50,0x0C	"整车网络节点配置信息:"
0xC1,0x08,0x50,0x0B	"ECU安装日期:"
0xC1,0x08,0x50,0x0A	"编程日期:"
0xC1,0x08,0x50,0x09	"维修店代号:"
0xC1,0x08,0x50,0x08	"系统名称或发动机类型:"
0xC1,0x08,0x50,0x07	"排放法规或形式认证号:"
0xC1,0x08,0x50,0x06	"系统供应商ECU软件版本号:"
0xC1,0x08,0x50,0x05	"系统供应商ECU硬件版本号:"
0xC1,0x08,0x50,0x04	"车辆识别号(VIN码):"
0xC1,0x08,0x50,0x03	"供应商代号:"
0xC1,0x08,0x50,0x02	"零件号:"
0xC1,0x08,0x50,0x01	"车辆名称:"
0xC1,0x07,0x95,0x0A	"写入抽真空加注状态"
0xC1,0x07,0x95,0x09	"读取右后轮排气失败"
0xC1,0x07,0x95,0x08	"读取右前轮排气失败"
0xC1,0x07,0x95,0x07	"读取左前轮排气失败"
0xC1,0x07,0x95,0x06	"读取左后轮排气失败"
0xC1,0x07,0x95,0x05	"开始右后轮排气失败"
0xC1,0x07,0x95,0x04	"开始右前轮排气失败"
0xC1,0x07,0x95,0x03	"开始左前轮排气失败"
0xC1,0x07,0x95,0x02	"开始左后轮排气失败"
0xC1,0x07,0x95,0x01	"读取阀继电器状态失败"
0xC1,0x07,0x82,0x20	""
0xC1,0x07,0x82,0x1F	""
0xC1,0x07,0x82,0x1E	""
0xC1,0x07,0x82,0x1D	""
0xC1,0x07,0x82,0x1C	""
0xC1,0x07,0x82,0x1B	""
0xC1,0x07,0x82,0x1A	""
0xC1,0x07,0x82,0x19	""
0xC1,0x07,0x82,0x18	""
0xC1,0x07,0x82,0x17	""
0xC1,0x07,0x82,0x16	"排气加注完成"
0xC1,0x07,0x82,0x15	"标定成功"
0xC1,0x07,0x82,0x14	"标定失败"
0xC1,0x07,0x82,0x13	"选择标定状态\n4个轮子排气均成功,即'排气加注成功'，请点击‘是’,\n4个轮子排气任一个失败,即'排气加注失败'，请点击‘否’"
0xC1,0x07,0x82,0x12	"排气加注失败"
0xC1,0x07,0x82,0x11	"排气加注成功"
0xC1,0x07,0x82,0x10	"高压开关阀2状态(仅ESP):"
0xC1,0x07,0x82,0x0F	"高压开关阀1状态(仅ESP):"
0xC1,0x07,0x82,0x0E	"回路控制阀2状态(仅ESP):"
0xC1,0x07,0x82,0x0D	"回路控制阀1状态(仅ESP):"
0xC1,0x07,0x82,0x0C	"气门驱动状态:"
0xC1,0x07,0x82,0x0B	"右后排气阀状态:"
0xC1,0x07,0x82,0x0A	"右后进气阀状态:"
0xC1,0x07,0x82,0x09	"左后排气阀状态:"
0xC1,0x07,0x82,0x08	"左后进气阀状态:"
0xC1,0x07,0x82,0x07	"右前排气阀状态:"
0xC1,0x07,0x82,0x06	"右前进气阀状态:"
0xC1,0x07,0x82,0x05	"左前排气阀状态:"
0xC1,0x07,0x82,0x04	"左前进气阀状态:"
0xC1,0x07,0x82,0x03	"气门驱动状态:"
0xC1,0x07,0x82,0x02	"泵马达状态:"
0xC1,0x07,0x82,0x01	"阀继电器状态:"
0xC1,0x07,0x83,0x38	"右前轮排气结束但不成功"
0xC1,0x07,0x83,0x37	"右前轮排气完成且成功"
0xC1,0x07,0x83,0x36	"右前轮排气在进行中"
0xC1,0x07,0x83,0x35	"右前轮排气开始且成功"
0xC1,0x07,0x83,0x34	"右前轮排气在进程中"
0xC1,0x07,0x83,0x33	"右前轮排气开始但不成功"
0xC1,0x07,0x83,0x32	"右前轮排气开启成功"
0xC1,0x07,0x83,0x31	"右前轮排气即将进行，时间为106s，请连续踩刹车踏板"
0xC1,0x07,0x83,0x28	"左前轮排气结束但不成功"
0xC1,0x07,0x83,0x27	"左前轮排气完成且成功"
0xC1,0x07,0x83,0x26	"左前轮排气在进行中"
0xC1,0x07,0x83,0x25	"左前轮排气开始且成功"
0xC1,0x07,0x83,0x24	"左前轮排气在进程中"
0xC1,0x07,0x83,0x23	"左前轮排气开始但不成功"
0xC1,0x07,0x83,0x22	"左前轮排气开启成功"
0xC1,0x07,0x83,0x21	"左前轮排气即将进行，时间为25s，请连续踩刹车踏板"
0xC1,0x07,0x83,0x18	"左后轮排气结束但不成功"
0xC1,0x07,0x83,0x17	"左后轮排气完成且成功"
0xC1,0x07,0x83,0x16	"左后轮排气在进行中"
0xC1,0x07,0x83,0x15	"左后轮排气开始且成功"
0xC1,0x07,0x83,0x14	"左后轮排气在进程中"
0xC1,0x07,0x83,0x13	"左后轮排气开始但不成功"
0xC1,0x07,0x83,0x12	"左后轮排气开启成功"
0xC1,0x07,0x83,0x11	"左后轮排气正在进行，时间为25s，请连续踩刹车踏板"
0xC1,0x07,0x83,0x48	"右后轮排气结束但不成功"
0xC1,0x07,0x83,0x47	"右后轮排气完成且成功"
0xC1,0x07,0x83,0x46	"右后轮排气在进行中"
0xC1,0x07,0x83,0x45	"右后轮排气开始且成功"
0xC1,0x07,0x83,0x44	"右后轮排气在进程中"
0xC1,0x07,0x83,0x43	"右后轮排气开始但不成功"
0xC1,0x07,0x83,0x42	"右后轮排气开启成功"
0xC1,0x07,0x83,0x41	"右后轮排气即将进行，时间为86s，请连续踩刹车踏板"
0xC1,0x07,0x80,0x08	"从BCM中获取数据失败，即将从EMS系统中获取"
0xC1,0x07,0x80,0x07	"提示信息"
0xC1,0x07,0x80,0x06	"网络节点配置码写入失败"
0xC1,0x07,0x80,0x05	"网络节点配置码写入成功"
0xC1,0x07,0x80,0x04	"功能配置码写入失败"
0xC1,0x07,0x80,0x03	"功能配置码写入成功"
0xC1,0x07,0x80,0x02	"从IP中获取数据失败，即将从BCM系统中获取"
0xC1,0x07,0x80,0x01	"是否进行一键配置功能？(确保车辆处于上电状态)\n点击[是]进行一键配置，点击[否]退出一键配置。"
0xC1,0x07,0x81,0x25	"测试成功"
0xC1,0x07,0x81,0x24	"测试失败"
0xC1,0x07,0x81,0x19	"轮速传感器测试:未定义状态"
0xC1,0x07,0x81,0x18	"轮速传感器测试完成但失败"
0xC1,0x07,0x81,0x17	"轮速传感器测试完成且成功"
0xC1,0x07,0x81,0x16	"轮速传感器测试正在进行中"
0xC1,0x07,0x81,0x15	"轮速传感器测试开始但不成功"
0xC1,0x07,0x81,0x14	"开始轮速传感器测试:未定义状态"
0xC1,0x07,0x81,0x13	"开始轮速传感器测试:例程在进行中"
0xC1,0x07,0x81,0x12	"开始轮速传感器测试:例程开始但不成功"
0xC1,0x07,0x81,0x11	"开始轮速传感器测试:例程开始且成功"
0xC1,0x07,0x81,0x09	"转角标定:未定义状态"
0xC1,0x07,0x81,0x08	"转角标定完成但失败"
0xC1,0x07,0x81,0x07	"转角标定完成且成功"
0xC1,0x07,0x81,0x06	"转角标定正在进行中"
0xC1,0x07,0x81,0x05	"转角标定开始但不成功"
0xC1,0x07,0x81,0x04	"开始转角标定:未定义状态"
0xC1,0x07,0x81,0x03	"开始转角标定:例程在进行中"
0xC1,0x07,0x81,0x02	"开始转角标定:例程开始但不成功"
0xC1,0x07,0x81,0x01	"开始转角标定:例程开始且成功"
0xC1,0x07,0x00,0x23	"三厢"
0xC1,0x07,0x00,0x22	"两厢"
0xC1,0x07,0x00,0x21	"轮胎尺寸"
0xC1,0x07,0x00,0x20	"变速器"
0xC1,0x07,0x00,0x1F	"发动机类型"
0xC1,0x07,0x00,0x1E	"中距离控制雷达控制器"
0xC1,0x07,0x01,0x0B	"提示信息"
0xC1,0x07,0x76,0x04	"释放摩擦片成功"
0xC1,0x07,0x76,0x03	"释放摩擦片失败：例程结束但不成功"
0xC1,0x07,0x76,0x02	"例程在执行"
0xC1,0x07,0x76,0x01	"释放摩擦片失败：启动例程检查未成功"
0xC1,0x07,0x50,0x07	"ECU安装日期:"
0xC1,0x07,0x50,0x06	"系统供应商ECU软件版本号:"
0xC1,0x07,0x50,0x05	"系统供应商ECU硬件版本号:"
0xC1,0x07,0x50,0x04	"车辆识别号(VIN码):"
0xC1,0x07,0x50,0x03	"供应商代号:"
0xC1,0x07,0x50,0x02	"零件号:"
0xC1,0x07,0x50,0x01	"车辆名称:"
0xC1,0x06,0x50,0x07	"ECU安装日期:"
0xC1,0x06,0x50,0x06	"系统供应商ECU软件版本号:"
0xC1,0x06,0x50,0x05	"系统供应商ECU硬件版本号:"
0xC1,0x06,0x50,0x04	"车辆识别号(VIN码):"
0xC1,0x06,0x50,0x03	"供应商代号:"
0xC1,0x06,0x50,0x02	"零件号:"
